% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.850000000e+01 +1.823300000e+02 +1.823300000e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +5.710694606e+01 +1.809369461e+02 +1.809369461e+02 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +5.576347840e+01 +1.795934784e+02 +1.795934784e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00
13 0 +5.108705099e+01 +1.749170510e+02 +1.749170510e+02 -4.1027e-04 +1.9660e-02 -8.0464e-02 +2.3505e-02 -1.0478e-02 -1.3087e-03 +1.3862e-01 -1.9209e-02 +5.5392e-03 -2.4159e-02
14 0 +4.930555029e+01 +1.731355503e+02 +1.731355503e+02 -9.9132e-04 +4.7505e-02 -1.3458e-01 +5.6795e-02 -2.5318e-02 -3.1622e-03 +1.9332e-01 -4.6416e-02 +1.3384e-02 -5.8376e-02
17 0 +4.653837621e+01 +1.703683762e+02 +1.703683762e+02 -1.4233e-03 +5.7711e-02 -1.9509e-01 +6.9039e-02 -3.1086e-02 -4.0703e-03 +2.1357e-01 -7.6069e-03 +1.6106e-02 +2.3303e-02
18 0 +4.527453357e+01 +1.691045336e+02 +1.691045336e+02 -7.0455e-05 +6.5491e-02 -1.7840e-01 +7.8050e-02 -3.2957e-02 -3.0052e-03 +2.4993e-01 +1.9416e-02 +1.9364e-02 +2.6581e-02
20 0 +4.459693743e+01 +1.684269374e+02 +1.684269374e+02 -1.7992e-02 +6.5640e-02 -1.7847e-01 +7.8199e-02 -3.2966e-02 +1.4423e-02 +2.5005e-01 +1.9400e-02 +1.9513e-02 +2.6560e-02
21 0 +4.346241854e+01 +1.672924185e+02 +1.672924185e+02 -4.3924e-03 +6.4020e-02 -1.8281e-01 +7.6899e-02 -3.8654e-02 +3.2987e-02 +2.5218e-01 +2.4346e-02 +1.6719e-02 +2.4805e-02
24 0 +4.255407177e+01 +1.663840718e+02 +1.663840718e+02 -2.6438e-03 +6.6475e-02 -1.8557e-01 +7.9778e-02 -4.6124e-02 +4.0879e-02 +2.4949e-01 +3.1996e-02 +4.0624e-02 +2.3354e-02
28 0 +4.145313869e+01 +1.652831387e+02 +1.652831387e+02 -1.9506e-03 +6.7392e-02 -1.8234e-01 +8.3037e-02 -5.9099e-02 +5.4009e-02 +2.4791e-01 +4.4131e-02 +4.0235e-02 +2.4822e-02
29 0 +3.961707182e+01 +1.634470718e+02 +1.634470718e+02 +1.8676e-03 +7.6799e-02 -1.8858e-01 +9.8034e-02 -6.8018e-02 +8.2047e-02 +2.5422e-01 +5.9868e-02 +4.3451e-02 +1.6479e-02
30 0 +3.747741687e+01 +1.613074169e+02 +1.613074169e+02 -1.9628e-02 +4.0983e-02 -2.2243e-01 +8.1255e-02 -1.9050e-01 +1.2328e-01 +3.0084e-01 +1.0714e-01 +2.0120e-02 -1.1350e-02
39 0 +3.695154797e+01 +1.607815480e+02 +1.607815480e+02 -2.8144e-02 +6.0573e-02 -2.2620e-01 +1.1567e-01 -1.9817e-01 +1.1729e-01 +3.1836e-01 +1.0867e-01 +1.8933e-02 -2.0339e-02
41 0 +3.622330454e+01 +1.600533045e+02 +1.600533045e+02 -3.1291e-02 +7.0541e-02 -2.3137e-01 +1.1588e-01 -1.9517e-01 +1.1935e-01 +3.2080e-01 +1.0355e-01 +1.6046e-02 -1.0094e-02
43 0 +3.537238964e+01 +1.592023896e+02 +1.592023896e+02 -2.4754e-02 +7.8076e-02 -2.2957e-01 +1.1851e-01 -1.9757e-01 +1.3082e-01 +3.2388e-01 +1.0444e-01 +1.5408e-02 -1.9749e-03
45 0 +3.327408893e+01 +1.571040889e+02 +1.571040889e+02 -3.2669e-02 +1.0778e-01 -2.2747e-01 +1.1973e-01 -1.9658e-01 +1.6213e-01 +3.3319e-01 +9.6523e-02 +9.8634e-03 +1.7309e-02
46 0 +2.942948935e+01 +1.532594894e+02 +1.532594894e+02 +3.2374e-02 +2.0128e-01 -2.5914e-01 +1.2856e-01 -2.0586e-01 +2.0966e-01 +3.7408e-01 +7.6254e-02 -1.7863e-02 +9.6985e-02
50 0 +2.855427514e+01 +1.523842751e+02 +1.523842751e+02 +2.9480e-02 +1.7905e-01 -2.5164e-01 +1.7407e-01 -2.2487e-01 +2.1735e-01 +3.3172e-01 +7.8171e-02 -3.5621e-02 +1.4106e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.751000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.850000000e+01 +1.060100000e+02 +1.060100000e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +5.715845793e+01 +1.046684579e+02 +1.046684579e+02 +0.0000e+00 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
13 0 +5.169636015e+01 +9.920636015e+01 +9.920636015e+01 -3.7366e-02 -5.3711e-02 +1.1483e-01 +1.1363e-02 -3.3564e-02 -3.1892e-02 +8.4951e-03 -1.0069e-02 -5.1552e-02 -1.9878e-02
14 0 +4.981353640e+01 +9.732353640e+01 +9.732353640e+01 -8.0461e-02 -3.0561e-02 +1.3193e-01 +2.4467e-02 -7.2274e-02 -6.8674e-02 +1.8293e-02 -2.1683e-02 -1.1101e-01 -4.2804e-02
16 0 +4.684600690e+01 +9.435600690e+01 +9.435600690e+01 -1.0962e-01 -1.2684e-01 +1.9037e-01 +7.7098e-02 -9.5046e-02 -8.8641e-02 +6.6110e-02 -5.0230e-03 -1.2597e-01 -4.2607e-02
17 0 +4.548173258e+01 +9.299173258e+01 +9.299173258e+01 -3.6519e-02 -1.5695e-01 +1.8853e-01 +7.3436e-02 -1.2228e-01 -1.1500e-01 +6.0944e-02 -1.9931e-02 -1.6654e-01 -6.2663e-02
22 0 +4.407115406e+01 +9.158115406e+01 +9.158115406e+01 -3.8768e-02 -1.6387e-01 +1.9205e-01 +6.6826e-02 -1.4050e-01 -1.1434e-01 +5.3380e-02 -5.0798e-03 -1.8059e-01 -4.1413e-02
23 0 +4.236716261e+01 +8.987716261e+01 +8.987716261e+01 -3.7651e-02 -1.6358e-01 +1.8741e-01 +5.6528e-02 -1.4528e-01 -1.1831e-01 +7.3545e-02 -6.1911e-04 -1.8296e-01 -3.6395e-02
24 0 +4.151228989e+01 +8.902228989e+01 +8.902228989e+01 -3.5148e-02 -1.6245e-01 +1.7745e-01 +6.2601e-02 -1.5389e-01 -1.2542e-01 +8.6854e-02 +7.8561e-03 -1.8684e-01 -2.6766e-02
28 0 +4.026414062e+01 +8.777414062e+01 +8.777414062e+01 -3.1510e-02 -1.7714e-01 +1.7690e-01 +4.3155e-02 -1.5898e-01 -1.3470e-01 +9.8049e-02 +1.5734e-02 -1.7906e-01 -1.5680e-02
29 0 +3.973982296e+01 +8.724982296e+01 +8.724982296e+01 -3.2504e-02 -1.7636e-01 +1.7576e-01 +3.7974e-02 -1.6458e-01 -1.3324e-01 +1.0199e-01 +1.8655e-02 -1.8192e-01 -1.7808e-02
32 0 +3.855213845e+01 +8.606213845e+01 +8.606213845e+01 -3.3981e-02 -1.7530e-01 +1.6766e-01 +2.4421e-02 -1.7721e-01 -1.3853e-01 +1.0798e-01 +1.5419e-02 -1.8951e-01 -1.2413e-02
34 0 +3.755725435e+01 +8.506725435e+01 +8.506725435e+01 -3.6486e-02 -1.6739e-01 +1.6950e-01 +1.6289e-02 -1.8308e-01 -1.4479e-01 +1.1752e-01 +1.8375e-02 -1.8816e-01 -1.1609e-02
35 0 +3.700978051e+01 +8.451978051e+01 +8.451978051e+01 -3.8347e-02 -1.6702e-01 +1.7037e-01 +1.2056e-02 -1.8818e-01 -1.4833e-01 +1.2308e-01 +2.0276e-02 -1.9032e-01 -1.1475e-02
36 0 +3.514364793e+01 +8.265364793e+01 +8.265364793e+01 -4.3148e-02 -1.6035e-01 +1.8016e-01 -2.2612e-02 -1.9917e-01 -1.5513e-01 +1.2842e-01 +1.9538e-02 -1.9368e-01 -1.6720e-02
37 0 +3.387458674e+01 +8.138458674e+01 +8.138458674e+01 -3.6407e-02 -1.4803e-01 +1.7976e-01 -4.5604e-02 -2.0825e-01 -1.5867e-01 +1.4857e-01 +3.1741e-02 -2.0531e-01 -7.3004e-03
38 0 +3.290928125e+01 +8.041928125e+01 +8.041928125e+01 -3.8226e-02 -1.4389e-01 +1.7676e-01 -5.8374e-02 -2.4048e-01 -1.6505e-01 +1.5603e-01 +3.2355e-02 -1.8934e-01 -1.1488e-02
39 0 +3.224352576e+01 +7.975352576e+01 +7.975352576e+01 -4.5902e-02 -1.4424e-01 +1.8063e-01 -7.0692e-02 -2.4063e-01 -1.9905e-01 +1.6023e-01 +2.5966e-02 -1.8912e-01 +1.1466e-03
42 0 +3.109522809e+01 +7.860522809e+01 +7.860522809e+01 -6.6171e-02 -1.5036e-01 +1.6489e-01 -8.9403e-02 -2.4420e-01 -1.9620e-01 +1.8708e-01 +6.3154e-03 -2.0184e-01 -1.2035e-02
