% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.100943907e+07 +1.100922919e+07 +1.100922919e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.100943873e+07 +1.100922885e+07 +1.100922885e+07 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
20 0 +1.085958153e+07 +1.085937165e+07 +1.085937165e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00
23 0 +1.032130793e+07 +1.032109805e+07 +1.032109805e+07 +8.6712e-08 +4.1621e-08 +8.3441e-07 +8.5378e-07 +1.2788e-06 +4.7792e-06 +7.1236e-06 -1.1679e-06 -2.8049e-05 +8.1592e-05 +6.7622e-05 +2.3541e-04 +1.2548e-03 -2.2749e-04 -1.1131e-03 -1.2188e-02 -1.3969e-02 +3.7973e-02 -5.8188e-02 +1.6947e-01
24 0 +8.509235387e+06 +8.509025507e+06 +8.509025507e+06 +4.2666e-07 +2.0479e-07 +4.1056e-06 +4.2009e-06 +6.2922e-06 +2.3516e-05 +3.5051e-05 -5.7464e-06 -1.3801e-04 +4.0146e-04 +3.3273e-04 +1.1583e-03 +6.1743e-03 -1.1193e-03 -5.4768e-03 -5.9968e-02 -6.8732e-02 +1.8684e-01 -2.8631e-01 +4.5314e-01
25 0 +3.906641837e+06 +3.906431957e+06 +3.906431957e+06 +1.6844e-06 +8.0851e-07 +1.6209e-05 +1.6585e-05 +2.4841e-05 +9.2838e-05 +1.3838e-04 -2.2687e-05 -5.4486e-04 +1.5850e-03 +1.3136e-03 +4.5730e-03 +2.4376e-02 -4.4191e-03 -2.1622e-02 -2.3675e-01 -2.7135e-01 +7.3765e-01 -1.1303e+00 +1.6661e+00
26 0 +2.682880827e+06 +2.682670947e+06 +2.682670947e+06 +2.8367e-06 +1.3616e-06 +2.7297e-05 +2.7930e-05 +4.1834e-05 +1.5635e-04 +2.3304e-04 -3.8206e-05 -9.1758e-04 +2.6692e-03 +2.2122e-03 +7.7013e-03 +4.1051e-02 -7.4420e-03 -3.6413e-02 -3.9870e-01 -4.5697e-01 +1.2422e+00 -1.9036e+00 +2.2999e+00
28 0 +2.609095265e+06 +2.608885385e+06 +2.608885385e+06 +2.8367e-06 +1.3616e-06 +2.7297e-05 +2.7930e-05 +4.1834e-05 +1.5635e-04 +2.3304e-04 -3.8206e-05 -9.1758e-04 +2.6692e-03 +2.2122e-03 +7.7013e-03 +4.1051e-02 -7.4420e-03 -3.6413e-02 -3.9870e-01 -7.3027e-01 +1.1417e+00 -1.9036e+00 +2.2999e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.209000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.959149731e+06 +8.959057641e+06 +8.959057641e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
