% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.129962020e+01 +1.130396202e+02 +1.130396202e+02 +0.0000e+00 +0.0000e+00
3 0 +6.663316756e+00 +9.840331676e+01 +9.840331676e+01 +1.0000e+00 +0.0000e+00
10 0 +4.321587270e+00 +9.606158727e+01 +9.606158727e+01 +1.0201e+00 -1.4870e-02
17 0 +4.146458437e+00 +9.588645844e+01 +9.588645844e+01 +1.0194e+00 -1.4111e-02
26 0 +4.059251745e+00 +9.579925174e+01 +9.579925174e+01 +1.0191e+00 -1.4455e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-8.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.563509343e+01 +2.742509343e+01 +2.742509343e+01 +0.0000e+00 +0.0000e+00
4 0 +3.391057335e+01 +2.570057335e+01 +2.570057335e+01 +0.0000e+00 +1.0000e+00
6 0 +2.521401608e+01 +1.700401608e+01 +1.700401608e+01 +1.7330e-01 +1.0020e+00
7 0 +1.259041209e+01 +4.380412087e+00 +4.380412087e+00 +4.2315e-01 +1.0106e+00
8 0 +1.187352003e+01 +3.663520027e+00 +3.663520027e+00 +5.1007e-01 +1.0136e+00
12 0 +9.109043711e+00 +8.990437106e-01 +8.990437106e-01 +5.0822e-01 +1.0230e+00
17 0 +8.596993582e+00 +3.869935823e-01 +3.869935823e-01 +5.0769e-01 +1.0252e+00
18 0 +8.428562302e+00 +2.185623024e-01 +2.185623024e-01 +5.0767e-01 +1.0247e+00
27 0 +8.256018577e+00 +4.601857705e-02 +4.601857705e-02 +5.0746e-01 +1.0246e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.834000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.906312479e+01 +4.740312479e+01 +4.740312479e+01 +0.0000e+00 +0.0000e+00
5 0 +2.064988864e+01 +3.898988864e+01 +3.898988864e+01 -2.4810e-02 -3.0388e-01
10 0 +1.715505327e+01 +3.549505327e+01 +3.549505327e+01 -4.6304e-04 -3.0955e-01
14 0 +1.535832298e+01 +3.369832298e+01 +3.369832298e+01 -1.0240e-02 -3.1165e-01
23 0 +1.478251178e+01 +3.312251178e+01 +3.312251178e+01 -7.6448e-03 -3.1017e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.559000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.482446712e+02 +1.026546712e+02 +1.026546712e+02 +0.0000e+00 +0.0000e+00
3 0 +1.146036153e+02 +6.901361527e+01 +6.901361527e+01 +1.0000e+00 +0.0000e+00
4 0 +4.169200230e+01 -3.897997697e+00 -3.897997697e+00 +0.0000e+00 +1.0000e+00
6 0 +3.404581055e+01 -1.154418945e+01 -1.154418945e+01 -7.3728e-03 +9.9845e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.230000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.011435645e+02 +9.491356454e+01 +9.491356454e+01 +0.0000e+00 +0.0000e+00
3 0 +4.999892639e+01 +4.376892639e+01 +4.376892639e+01 +1.0000e+00 +0.0000e+00
6 0 +4.305316038e+01 +3.682316038e+01 +3.682316038e+01 +8.9491e-01 -1.4061e-01
7 0 +4.202466369e+01 +3.579466369e+01 +3.579466369e+01 +6.9079e-01 -5.4003e-02
8 0 +2.863075913e+01 +2.240075913e+01 +2.240075913e+01 +6.4129e-01 -1.4089e-01
10 0 +2.359827918e+01 +1.736827918e+01 +1.736827918e+01 +6.5526e-01 -2.1667e-01
14 0 +2.182619597e+01 +1.559619597e+01 +1.559619597e+01 +6.5116e-01 -2.0755e-01
15 0 +1.744236570e+01 +1.121236570e+01 +1.121236570e+01 +6.4759e-01 -1.9821e-01
18 0 +1.409519368e+01 +7.865193681e+00 +7.865193681e+00 +6.4207e-01 -1.8987e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.349800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.977600231e+01 +2.347560023e+02 +2.347560023e+02 +0.0000e+00 +0.0000e+00
3 0 +7.420278459e+01 +2.091827846e+02 +2.091827846e+02 +1.0000e+00 +0.0000e+00
4 0 +7.401681397e+01 +2.089968140e+02 +2.089968140e+02 +0.0000e+00 +1.0000e+00
7 0 +6.861249755e+01 +2.035924975e+02 +2.035924975e+02 +2.2250e-01 +1.1140e+00
11 0 +4.639663986e+01 +1.813766399e+02 +1.813766399e+02 +2.0018e-01 +1.1027e+00
13 0 +3.915000870e+01 +1.741300087e+02 +1.741300087e+02 +2.0613e-01 +1.0939e+00
16 0 +3.109063965e+01 +1.660706397e+02 +1.660706397e+02 +1.8919e-01 +1.0756e+00
18 0 +3.005329524e+01 +1.650332952e+02 +1.650332952e+02 +1.8094e-01 +1.0812e+00
23 0 +2.818011066e+01 +1.631601107e+02 +1.631601107e+02 +1.8030e-01 +1.0804e+00
