% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.036920862e+06 +6.036865922e+06 +6.036865922e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +5.834241465e+06 +5.834186525e+06 +5.834186525e+06 +0.0000e+00 +1.0000e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +5.109305580e+06 +5.109250640e+06 +5.109250640e+06 -7.2319e-02 +3.3844e-02 -4.1382e-02 -6.3948e-03 +1.4326e-01
9 0 +2.821236647e+06 +2.821181707e+06 +2.821181707e+06 -3.5108e-01 +1.6430e-01 -2.0089e-01 -3.1044e-02 +3.4131e-01
10 0 +2.136650404e+06 +2.136595464e+06 +2.136595464e+06 -6.9632e-01 +3.2586e-01 -3.9844e-01 -6.1572e-02 +5.4040e-01
11 0 +1.136889058e+06 +1.136834118e+06 +1.136834118e+06 -9.9220e-01 +4.6433e-01 -5.6775e-01 -8.7735e-02 +4.4091e-01
12 0 +8.143832870e+05 +8.143283470e+05 +8.143283470e+05 -1.0721e+00 +6.1943e-01 -5.7919e-01 -2.1719e-02 +5.2513e-01
13 0 +7.488462287e+05 +7.487912887e+05 +7.487912887e+05 -1.1219e+00 +6.4851e-01 -7.1507e-01 -8.0872e-02 +5.9246e-01
14 0 +7.313241491e+05 +7.312692091e+05 +7.312692091e+05 -1.1957e+00 +6.4306e-01 -6.6969e-01 -1.1587e-01 +6.1305e-01
15 0 +7.117955040e+05 +7.117405640e+05 +7.117405640e+05 -1.2274e+00 +5.8344e-01 -6.8784e-01 -4.8768e-02 +6.3767e-01
16 0 +6.503570285e+05 +6.503020885e+05 +6.503020885e+05 -1.2849e+00 +6.3054e-01 -7.1277e-01 -1.2979e-02 +5.8697e-01
17 0 +5.371309147e+05 +5.370759747e+05 +5.370759747e+05 -1.3123e+00 +6.9779e-01 -7.1293e-01 +3.3057e-02 +6.3805e-01
18 0 +3.654742600e+05 +3.654193200e+05 +3.654193200e+05 -1.3327e+00 +8.5609e-01 -6.8484e-01 +1.3735e-01 +8.5753e-01
19 0 +2.357414921e+05 +2.356865521e+05 +2.356865521e+05 -1.5112e+00 +1.0339e+00 -7.5907e-01 +2.6369e-01 +8.7571e-01
20 0 +2.092456036e+05 +2.091906636e+05 +2.091906636e+05 -1.5666e+00 +9.6666e-01 -7.9414e-01 +3.4647e-01 +9.5962e-01
21 0 +2.089121705e+05 +2.088572305e+05 +2.088572305e+05 -1.6388e+00 +9.7887e-01 -7.5026e-01 +3.0132e-01 +1.0014e+00
23 0 +1.920036170e+05 +1.919486770e+05 +1.919486770e+05 -1.6344e+00 +1.0730e+00 -8.1329e-01 +3.3422e-01 +1.0849e+00
25 0 +1.857928180e+05 +1.857378780e+05 +1.857378780e+05 -1.6305e+00 +1.0674e+00 -8.1254e-01 +3.6287e-01 +1.1253e+00
26 0 +1.783950003e+05 +1.783400603e+05 +1.783400603e+05 -1.6191e+00 +1.0906e+00 -8.0543e-01 +3.8725e-01 +1.1597e+00
27 0 +1.499859156e+05 +1.499309756e+05 +1.499309756e+05 -1.5720e+00 +1.1911e+00 -7.7546e-01 +4.8186e-01 +1.2933e+00
28 0 +1.207059359e+05 +1.206509959e+05 +1.206509959e+05 -1.3610e+00 +1.7096e+00 -6.3273e-01 +8.0159e-01 +1.7449e+00
32 0 +9.405405800e+04 +9.399911800e+04 +9.399911800e+04 -1.2999e+00 +1.6643e+00 -5.5938e-01 +7.7788e-01 +1.7620e+00
33 0 +7.937322844e+04 +7.931828844e+04 +7.931828844e+04 -1.2016e+00 +1.6487e+00 -5.1548e-01 +8.1052e-01 +1.7174e+00
44 0 +7.703252662e+04 +7.697758662e+04 +7.697758662e+04 -1.2036e+00 +1.6372e+00 -4.9670e-01 +9.3434e-01 +1.8325e+00
46 0 +7.519403836e+04 +7.513909836e+04 +7.513909836e+04 -1.2316e+00 +1.5712e+00 -5.7093e-01 +1.0409e+00 +1.8588e+00
48 0 +7.356642408e+04 +7.351148408e+04 +7.351148408e+04 -1.2164e+00 +1.5670e+00 -5.5891e-01 +1.0483e+00 +1.8681e+00
49 0 +7.068227130e+04 +7.062733130e+04 +7.062733130e+04 -1.1915e+00 +1.5519e+00 -5.4478e-01 +1.0597e+00 +1.8886e+00
50 0 +6.833544365e+04 +6.828050365e+04 +6.828050365e+04 -1.0919e+00 +1.4910e+00 -4.8857e-01 +1.1053e+00 +1.9707e+00
53 0 +6.335553722e+04 +6.330059722e+04 +6.330059722e+04 -1.0827e+00 +1.5553e+00 -4.5709e-01 +1.1355e+00 +1.9876e+00
56 0 +5.743655393e+04 +5.738161393e+04 +5.738161393e+04 -1.0895e+00 +1.5818e+00 -4.9137e-01 +1.1422e+00 +2.0082e+00
59 0 +4.612440240e+04 +4.606946240e+04 +4.606946240e+04 -1.1377e+00 +1.6475e+00 -5.7272e-01 +1.2608e+00 +2.0781e+00
60 0 +4.472582528e+04 +4.467088528e+04 +4.467088528e+04 -1.0913e+00 +1.6867e+00 -6.0863e-01 +1.2548e+00 +2.1152e+00
61 0 +3.529725896e+04 +3.524231896e+04 +3.524231896e+04 -1.0538e+00 +1.6967e+00 -5.7565e-01 +1.3163e+00 +2.1099e+00
62 0 +3.055276958e+04 +3.049782958e+04 +3.049782958e+04 -1.0193e+00 +1.6607e+00 -6.0161e-01 +1.3727e+00 +2.1032e+00
65 0 +2.999732774e+04 +2.994238774e+04 +2.994238774e+04 -9.8886e-01 +1.6952e+00 -5.9625e-01 +1.4113e+00 +2.0570e+00
72 0 +2.947151028e+04 +2.941657028e+04 +2.941657028e+04 -9.8689e-01 +1.7074e+00 -6.1102e-01 +1.4138e+00 +2.0773e+00
80 0 +2.883741575e+04 +2.878247575e+04 +2.878247575e+04 -9.7445e-01 +1.7030e+00 -6.0174e-01 +1.4585e+00 +2.1119e+00
85 0 +2.800209214e+04 +2.794715214e+04 +2.794715214e+04 -9.8778e-01 +1.6938e+00 -6.1560e-01 +1.5296e+00 +2.0998e+00
90 0 +2.747705419e+04 +2.742211419e+04 +2.742211419e+04 -9.5940e-01 +1.6759e+00 -6.2068e-01 +1.5745e+00 +2.1086e+00
93 0 +2.626066958e+04 +2.620572958e+04 +2.620572958e+04 -9.6690e-01 +1.6846e+00 -6.2889e-01 +1.5850e+00 +2.1182e+00
96 0 +2.555989918e+04 +2.550495918e+04 +2.550495918e+04 -1.0020e+00 +1.7185e+00 -6.4574e-01 +1.6282e+00 +2.1634e+00
97 0 +2.476682229e+04 +2.471188229e+04 +2.471188229e+04 -1.0184e+00 +1.7205e+00 -6.1810e-01 +1.6515e+00 +2.1589e+00
100 0 +2.276297847e+04 +2.270803847e+04 +2.270803847e+04 -1.0032e+00 +1.7164e+00 -6.1204e-01 +1.6612e+00 +2.1540e+00
102 0 +2.173497156e+04 +2.168003156e+04 +2.168003156e+04 -9.3987e-01 +1.7069e+00 -5.8681e-01 +1.7023e+00 +2.1436e+00
103 0 +2.009210974e+04 +2.003716974e+04 +2.003716974e+04 -9.4391e-01 +1.7092e+00 -6.0047e-01 +1.7180e+00 +2.1436e+00
104 0 +1.943999061e+04 +1.938505061e+04 +1.938505061e+04 -9.4751e-01 +1.7261e+00 -5.9990e-01 +1.7305e+00 +2.1424e+00
105 0 +1.900583894e+04 +1.895089894e+04 +1.895089894e+04 -9.3744e-01 +1.7336e+00 -6.1646e-01 +1.7314e+00 +2.1471e+00
106 0 +1.804481871e+04 +1.798987871e+04 +1.798987871e+04 -9.4069e-01 +1.7300e+00 -6.1915e-01 +1.7450e+00 +2.1625e+00
107 0 +1.755693223e+04 +1.750199223e+04 +1.750199223e+04 -9.4456e-01 +1.7264e+00 -6.2981e-01 +1.7625e+00 +2.1597e+00
108 0 +1.711758303e+04 +1.706264303e+04 +1.706264303e+04 -9.3905e-01 +1.7320e+00 -6.2955e-01 +1.7776e+00 +2.1726e+00
109 0 +1.696612768e+04 +1.691118768e+04 +1.691118768e+04 -9.5368e-01 +1.7384e+00 -6.3862e-01 +1.7784e+00 +2.1833e+00
116 0 +1.643821491e+04 +1.638327491e+04 +1.638327491e+04 -9.4558e-01 +1.7267e+00 -6.5198e-01 +1.8044e+00 +2.2039e+00
119 0 +1.619645406e+04 +1.614151406e+04 +1.614151406e+04 -9.1620e-01 +1.7388e+00 -6.4901e-01 +1.8253e+00 +2.1993e+00
126 0 +1.581471961e+04 +1.575977961e+04 +1.575977961e+04 -9.2572e-01 +1.7503e+00 -6.5719e-01 +1.8392e+00 +2.2092e+00
129 0 +1.542509657e+04 +1.537015657e+04 +1.537015657e+04 -9.2469e-01 +1.7434e+00 -6.6515e-01 +1.8566e+00 +2.2283e+00
131 0 +1.504968132e+04 +1.499474132e+04 +1.499474132e+04 -9.2242e-01 +1.7409e+00 -6.5644e-01 +1.8703e+00 +2.2311e+00
132 0 +1.476599273e+04 +1.471105273e+04 +1.471105273e+04 -8.9389e-01 +1.7353e+00 -6.4972e-01 +1.9007e+00 +2.2331e+00
133 0 +1.415968818e+04 +1.410474818e+04 +1.410474818e+04 -8.8122e-01 +1.7339e+00 -6.4513e-01 +1.9259e+00 +2.2647e+00
134 0 +1.201305208e+04 +1.195811208e+04 +1.195811208e+04 -8.4736e-01 +1.7150e+00 -6.5325e-01 +2.0605e+00 +2.3617e+00
137 0 +1.167556197e+04 +1.162062197e+04 +1.162062197e+04 -8.6174e-01 +1.6923e+00 -6.7478e-01 +2.0759e+00 +2.3436e+00
141 0 +1.136049202e+04 +1.130555202e+04 +1.130555202e+04 -8.7667e-01 +1.6939e+00 -6.8012e-01 +2.0736e+00 +2.3579e+00
144 0 +1.119306546e+04 +1.113812546e+04 +1.113812546e+04 -8.7546e-01 +1.6931e+00 -6.8428e-01 +2.0908e+00 +2.3697e+00
161 0 +1.091503972e+04 +1.086009972e+04 +1.086009972e+04 -8.7476e-01 +1.6677e+00 -6.8471e-01 +2.1086e+00 +2.3807e+00
162 0 +1.046880140e+04 +1.041386140e+04 +1.041386140e+04 -8.8701e-01 +1.6143e+00 -6.8787e-01 +2.1278e+00 +2.4074e+00
163 0 +9.797744605e+03 +9.742804605e+03 +9.742804605e+03 -9.8551e-01 +1.5168e+00 -6.8402e-01 +2.3424e+00 +2.3908e+00
164 0 +9.753696387e+03 +9.698756387e+03 +9.698756387e+03 -1.0194e+00 +1.2947e+00 -7.3300e-01 +2.3417e+00 +2.5033e+00
166 0 +8.983722317e+03 +8.928782317e+03 +8.928782317e+03 -1.0134e+00 +1.3126e+00 -6.3787e-01 +2.3663e+00 +2.5831e+00
173 0 +8.000341130e+03 +7.945401130e+03 +7.945401130e+03 -1.0018e+00 +1.3066e+00 -6.3094e-01 +2.3675e+00 +2.5771e+00
174 0 +7.710235646e+03 +7.655295646e+03 +7.655295646e+03 -9.9562e-01 +1.3049e+00 -6.1707e-01 +2.3697e+00 +2.5813e+00
